"﻿""# =========================================================================""",,,,,,,,,,,
# TARIFARIO GENERAL DE RUTAS LOGISTICAS (RESUMEN MATRICIAL) - 18/08/2026 11:07,,,,,,,,,,,
# =========================================================================,,,,,,,,,,,
MODALIDAD,ORIGEN,DESTINO,KM,LIGEROS,MEDIANO,PESADO,BUSES,LOWBOY,,,
Chofer (Rodando),LAGOS DE MORENO,PUEBLA (ASTURCAR),544,LOWBOY,80,0,1,1,1,43520,43520
Chofer (Rodando),LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LIGEROS,18,0,1,1,1,9810,9810
Chofer (Rodando),LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,MEDIANO,20,0,1,1,1,10900,10900
Chofer (Rodando),LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,PESADO,25,0,1,1,1,13625,13625
Chofer (Rodando),LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,BUSES,28,0,1,1,1,15260,15260
Chofer (Rodando),LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,1,1,1,43600,43600
Chofer (Rodando),LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,1,1,1,4482,4482
Chofer (Rodando),LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,1,1,1,4980,4980
Chofer (Rodando),LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,1,1,1,6225,6225
Chofer (Rodando),LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,1,1,1,6972,6972
Chofer (Rodando),LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,1,1,1,19920,19920
Chofer (Rodando),LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,1,1,1,36306,36306
Chofer (Rodando),LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,1,1,1,40340,40340
Chofer (Rodando),LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,1,1,1,50425,50425
Chofer (Rodando),LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,1,1,1,56476,56476
Chofer (Rodando),LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,1,1,1,161360,161360
Chofer (Rodando),LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,1,1,1,2880,2880
Chofer (Rodando),LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,1,1,1,3200,3200
Chofer (Rodando),LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,1,1,1,4000,4000
Chofer (Rodando),LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,1,1,1,4480,4480
Chofer (Rodando),LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,1,1,1,12800,12800
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,1,1,1,22950,22950
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,1,1,1,25500,25500
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,1,1,1,31875,31875
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,1,1,1,35700,35700
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,1,1,1,102000,102000
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,1,1,1,15336,15336
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,1,1,1,17040,17040
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,1,1,1,21300,21300
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,1,1,1,23856,23856
Chofer (Rodando),LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,1,1,1,68160,68160
Chofer (Rodando),LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,1,1,1,27720,27720
Chofer (Rodando),LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,1,1,1,30800,30800
Chofer (Rodando),LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,1,1,1,38500,38500
Chofer (Rodando),LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,1,1,1,43120,43120
Chofer (Rodando),LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,1,1,1,123200,123200
Chofer (Rodando),LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LIGEROS,18,0,1,1,1,21060,21060
Chofer (Rodando),LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,MEDIANO,20,0,1,1,1,23400,23400
Chofer (Rodando),LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,PESADO,25,0,1,1,1,29250,29250
Chofer (Rodando),LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,BUSES,28,0,1,1,1,32760,32760
Chofer (Rodando),LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LOWBOY,80,0,1,1,1,93600,93600
Chofer (Rodando),LAGOS DE MORENO,TAMAULIPAS (ALTAMIRA),610,LIGEROS,18,0,1,1,1,10980,10980
Chofer (Rodando),LAGOS DE MORENO,TAMAULIPAS (ALTAMIRA),610,MEDIANO,20,0,1,1,1,12200,12200
Chofer (Rodando),LAGOS DE MORENO,TAMAULIPAS (ALTAMIRA),610,PESADO,25,0,1,1,1,15250,15250
Chofer (Rodando),LAGOS DE MORENO,TAMAULIPAS (ALTAMIRA),610,BUSES,28,0,1,1,1,17080,17080
Chofer (Rodando),LAGOS DE MORENO,TAMAULIPAS (ALTAMIRA),610,LOWBOY,80,0,1,1,1,48800,48800
Chofer (Rodando),LAGOS DE MORENO,TLAXCALA,520,LIGEROS,18,0,1,1,1,9360,9360
Chofer (Rodando),LAGOS DE MORENO,TLAXCALA,520,MEDIANO,20,0,1,1,1,10400,10400
Chofer (Rodando),LAGOS DE MORENO,TLAXCALA,520,PESADO,25,0,1,1,1,13000,13000
Chofer (Rodando),LAGOS DE MORENO,TLAXCALA,520,BUSES,28,0,1,1,1,14560,14560
Chofer (Rodando),LAGOS DE MORENO,TLAXCALA,520,LOWBOY,80,0,1,1,1,41600,41600
Chofer (Rodando),LAGOS DE MORENO,TOLUCA,450,LIGEROS,18,0,1,1,1,8100,8100
Chofer (Rodando),LAGOS DE MORENO,TOLUCA,450,MEDIANO,20,0,1,1,1,9000,9000
Chofer (Rodando),LAGOS DE MORENO,TOLUCA,450,PESADO,25,0,1,1,1,11250,11250
Chofer (Rodando),LAGOS DE MORENO,TOLUCA,450,BUSES,28,0,1,1,1,12600,12600
Chofer (Rodando),LAGOS DE MORENO,TOLUCA,450,LOWBOY,80,0,1,1,1,36000,36000
Chofer (Rodando),LAGOS DE MORENO,YUCATAN (MERIDA),1730,LIGEROS,18,0,1,1,1,31140,31140
Chofer (Rodando),LAGOS DE MORENO,YUCATAN (MERIDA),1730,MEDIANO,20,0,1,1,1,34600,34600
Chofer (Rodando),LAGOS DE MORENO,YUCATAN (MERIDA),1730,PESADO,25,0,1,1,1,43250,43250
Chofer (Rodando),LAGOS DE MORENO,YUCATAN (MERIDA),1730,BUSES,28,0,1,1,1,48440,48440
Chofer (Rodando),LAGOS DE MORENO,YUCATAN (MERIDA),1730,LOWBOY,80,0,1,1,1,138400,138400
Chofer (Rodando),LAGOS DE MORENO,ZACATECAS,220,LIGEROS,18,0,1,1,1,3960,3960
Chofer (Rodando),LAGOS DE MORENO,ZACATECAS,220,MEDIANO,20,0,1,1,1,4400,4400
Chofer (Rodando),LAGOS DE MORENO,ZACATECAS,220,PESADO,25,0,1,1,1,5500,5500
Chofer (Rodando),LAGOS DE MORENO,ZACATECAS,220,BUSES,28,0,1,1,1,6160,6160
Chofer (Rodando),LAGOS DE MORENO,ZACATECAS,220,LOWBOY,80,0,1,1,1,17600,17600
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,1,1,1,1602,1602
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,2,2,0.98,1569.96,3139.92
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,3,3,0.96,1537.92,4613.76
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,4,4,0.94,1505.88,6023.52
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,5,5,0.92,1473.84,7369.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,6,6,0.9,1441.8,8650.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,7,7,0.88,1409.76,9868.32
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,8,8,0.86,1377.72,11021.76
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,9,9,0.84,1345.68,12111.12
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,10,10,0.82,1313.64,13136.4
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,11,11,0.8,1281.6,14097.6
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,12,12,0.78,1249.56,14994.72
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,13,13,0.76,1217.52,15827.76
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,14,14,0.74,1185.48,16596.72
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LIGEROS,18,0,15,15,0.72,1153.44,17301.6
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,1,1,1,1780,1780
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,2,2,0.98,1744.4,3488.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,3,3,0.96,1708.8,5126.4
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,4,4,0.94,1673.2,6692.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,5,5,0.92,1637.6,8188
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,6,6,0.9,1602,9612
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,7,7,0.88,1566.4,10964.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,8,8,0.86,1530.8,12246.4
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,9,9,0.84,1495.2,13456.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,10,10,0.82,1459.6,14596
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,11,11,0.8,1424,15664
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,12,12,0.78,1388.4,16660.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,13,13,0.76,1352.8,17586.4
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,14,14,0.74,1317.2,18440.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,MEDIANO,20,0,15,15,0.72,1281.6,19224
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,1,1,1,2225,2225
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,2,2,0.98,2180.5,4361
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,3,3,0.96,2136,6408
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,4,4,0.94,2091.5,8366
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,5,5,0.92,2047,10235
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,6,6,0.9,2002.5,12015
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,7,7,0.88,1958,13706
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,8,8,0.86,1913.5,15308
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,9,9,0.84,1869,16821
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,10,10,0.82,1824.5,18245
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,11,11,0.8,1780,19580
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,12,12,0.78,1735.5,20826
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,13,13,0.76,1691,21983
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,14,14,0.74,1646.5,23051
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,PESADO,25,0,15,15,0.72,1602,24030
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,1,1,1,2492,2492
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,2,2,0.98,2442.16,4884.32
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,3,3,0.96,2392.32,7176.96
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,4,4,0.94,2342.48,9369.92
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,5,5,0.92,2292.64,11463.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,6,6,0.9,2242.8,13456.8
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,7,7,0.88,2192.96,15350.72
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,8,8,0.86,2143.12,17144.96
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,9,9,0.84,2093.28,18839.52
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,10,10,0.82,2043.44,20434.4
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,11,11,0.8,1993.6,21929.6
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,12,12,0.78,1943.76,23325.12
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,13,13,0.76,1893.92,24620.96
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,14,14,0.74,1844.08,25817.12
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,BUSES,28,0,15,15,0.72,1794.24,26913.6
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,1,1,1,7120,7120
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,2,2,0.98,6977.6,13955.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,3,3,0.96,6835.2,20505.6
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,4,4,0.94,6692.8,26771.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,5,5,0.92,6550.4,32752
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,6,6,0.9,6408,38448
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,7,7,0.88,6265.6,43859.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,8,8,0.86,6123.2,48985.6
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,9,9,0.84,5980.8,53827.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,10,10,0.82,5838.4,58384
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,11,11,0.8,5696,62656
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,12,12,0.78,5553.6,66643.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,13,13,0.76,5411.2,70345.6
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,14,14,0.74,5268.8,73763.2
Madrina,LAGOS DE MORENO,AGUASCALIENTES,89,LOWBOY,80,0,15,15,0.72,5126.4,76896
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,1,1,1,7200,7200
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,2,2,0.98,7056,14112
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,3,3,0.96,6912,20736
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,4,4,0.94,6768,27072
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,5,5,0.92,6624,33120
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,6,6,0.9,6480,38880
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,7,7,0.88,6336,44352
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,8,8,0.86,6192,49536
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,9,9,0.84,6048,54432
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,10,10,0.82,5904,59040
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,11,11,0.8,5760,63360
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,12,12,0.78,5616,67392
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,13,13,0.76,5472,71136
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,14,14,0.74,5328,74592
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LIGEROS,18,0,15,15,0.72,5184,77760
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,1,1,1,8000,8000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,2,2,0.98,7840,15680
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,3,3,0.96,7680,23040
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,4,4,0.94,7520,30080
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,5,5,0.92,7360,36800
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,6,6,0.9,7200,43200
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,7,7,0.88,7040,49280
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,8,8,0.86,6880,55040
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,9,9,0.84,6720,60480
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,10,10,0.82,6560,65600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,11,11,0.8,6400,70400
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,12,12,0.78,6240,74880
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,13,13,0.76,6080,79040
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,14,14,0.74,5920,82880
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,MEDIANO,20,0,15,15,0.72,5760,86400
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,1,1,1,10000,10000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,2,2,0.98,9800,19600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,3,3,0.96,9600,28800
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,4,4,0.94,9400,37600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,5,5,0.92,9200,46000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,6,6,0.9,9000,54000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,7,7,0.88,8800,61600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,8,8,0.86,8600,68800
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,9,9,0.84,8400,75600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,10,10,0.82,8200,82000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,11,11,0.8,8000,88000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,12,12,0.78,7800,93600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,13,13,0.76,7600,98800
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,14,14,0.74,7400,103600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,PESADO,25,0,15,15,0.72,7200,108000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,1,1,1,11200,11200
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,2,2,0.98,10976,21952
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,3,3,0.96,10752,32256
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,4,4,0.94,10528,42112
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,5,5,0.92,10304,51520
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,6,6,0.9,10080,60480
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,7,7,0.88,9856,68992
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,8,8,0.86,9632,77056
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,9,9,0.84,9408,84672
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,10,10,0.82,9184,91840
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,11,11,0.8,8960,98560
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,12,12,0.78,8736,104832
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,13,13,0.76,8512,110656
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,14,14,0.74,8288,116032
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,BUSES,28,0,15,15,0.72,8064,120960
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,1,1,1,32000,32000
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,2,2,0.98,31360,62720
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,3,3,0.96,30720,92160
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,4,4,0.94,30080,120320
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,5,5,0.92,29440,147200
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,6,6,0.9,28800,172800
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,7,7,0.88,28160,197120
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,8,8,0.86,27520,220160
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,9,9,0.84,26880,241920
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,10,10,0.82,26240,262400
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,11,11,0.8,25600,281600
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,12,12,0.78,24960,299520
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,13,13,0.76,24320,316160
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,14,14,0.74,23680,331520
Madrina,LAGOS DE MORENO,ALMACEN MONTENEGRO,400,LOWBOY,80,0,15,15,0.72,23040,345600
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,1,1,1,40158,40158
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,2,2,0.98,39354.84,78709.68
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,3,3,0.96,38551.68,115655.04
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,4,4,0.94,37748.52,150994.08
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,5,5,0.92,36945.36,184726.8
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,6,6,0.9,36142.2,216853.2
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,7,7,0.88,35339.04,247373.28
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,8,8,0.86,34535.88,276287.04
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,9,9,0.84,33732.72,303594.48
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,10,10,0.82,32929.56,329295.6
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,11,11,0.8,32126.4,353390.4
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,12,12,0.78,31323.24,375878.88
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,13,13,0.76,30520.08,396761.04
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,14,14,0.74,29716.92,416036.88
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,LIGEROS,18,0,15,15,0.72,28913.76,433706.4
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,MEDIANO,20,0,1,1,1,44620,44620
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,MEDIANO,20,0,2,2,0.98,43727.6,87455.2
Madrina,LAGOS DE MORENO,BAJA CALIFORNIA (MEXICALI),2231,MEDIANO,20,0,3,3,0.96,42835.2,128505.6
